"","lon","lat","h"
"1",298.968333333333,-31.4483333333333,44
"2",298.985114942529,-31.4483333333333,42
"3",299.001896551724,-31.4483333333333,41
"4",299.01867816092,-31.4483333333333,40
"5",299.035459770115,-31.4483333333333,40
"6",299.05224137931,-31.4483333333333,39
"7",299.069022988506,-31.4483333333333,40
"8",299.085804597701,-31.4483333333333,39
"9",299.102586206897,-31.4483333333333,38
"10",299.119367816092,-31.4483333333333,35
"11",299.136149425287,-31.4483333333333,32
"12",299.152931034483,-31.4483333333333,28
"13",299.169712643678,-31.4483333333333,24
"14",299.186494252874,-31.4483333333333,22
"15",299.203275862069,-31.4483333333333,19
"16",299.220057471264,-31.4483333333333,17
"17",299.23683908046,-31.4483333333333,19
"18",299.253620689655,-31.4483333333333,21
"19",299.270402298851,-31.4483333333333,20
"20",299.287183908046,-31.4483333333333,20
"21",299.303965517241,-31.4483333333333,20
"22",299.320747126437,-31.4483333333333,20
"23",299.337528735632,-31.4483333333333,19
"24",299.354310344828,-31.4483333333333,17
"25",299.371091954023,-31.4483333333333,16
"26",299.387873563218,-31.4483333333333,17
"27",299.404655172414,-31.4483333333333,16
"28",299.421436781609,-31.4483333333333,12
"29",299.438218390805,-31.4483333333333,14
"30",299.455,-31.4483333333333,14
"31",299.471781609195,-31.4483333333333,15
"32",299.488563218391,-31.4483333333333,12
"33",299.505344827586,-31.4483333333333,12
"34",299.522126436782,-31.4483333333333,11
"35",299.538908045977,-31.4483333333333,14
"36",299.555689655172,-31.4483333333333,14
"37",299.572471264368,-31.4483333333333,14
"38",299.589252873563,-31.4483333333333,15
"39",299.606034482759,-31.4483333333333,16
"40",299.622816091954,-31.4483333333333,19
"41",299.639597701149,-31.4483333333333,18
"42",299.656379310345,-31.4483333333333,17
"43",299.67316091954,-31.4483333333333,16
"44",299.689942528736,-31.4483333333333,16
"45",299.706724137931,-31.4483333333333,17
"46",299.723505747126,-31.4483333333333,16
"47",299.740287356322,-31.4483333333333,17
"48",299.757068965517,-31.4483333333333,17
"49",299.773850574713,-31.4483333333333,17
"50",299.790632183908,-31.4483333333333,16
"51",299.807413793103,-31.4483333333333,16
"52",299.824195402299,-31.4483333333333,16
"53",299.840977011494,-31.4483333333333,20
"54",299.85775862069,-31.4483333333333,34
"55",299.874540229885,-31.4483333333333,45
"56",299.89132183908,-31.4483333333333,66
"57",299.908103448276,-31.4483333333333,54
"58",299.924885057471,-31.4483333333333,41
"59",299.941666666667,-31.4483333333333,54
"60",298.968333333333,-31.4648611111111,44
"61",298.985114942529,-31.4648611111111,42
"62",299.001896551724,-31.4648611111111,41
"63",299.01867816092,-31.4648611111111,41
"64",299.035459770115,-31.4648611111111,41
"65",299.05224137931,-31.4648611111111,39
"66",299.069022988506,-31.4648611111111,39
"67",299.085804597701,-31.4648611111111,38
"68",299.102586206897,-31.4648611111111,37
"69",299.119367816092,-31.4648611111111,32
"70",299.136149425287,-31.4648611111111,31
"71",299.152931034483,-31.4648611111111,30
"72",299.169712643678,-31.4648611111111,26
"73",299.186494252874,-31.4648611111111,22
"74",299.203275862069,-31.4648611111111,21
"75",299.220057471264,-31.4648611111111,18
"76",299.23683908046,-31.4648611111111,17
"77",299.253620689655,-31.4648611111111,19
"78",299.270402298851,-31.4648611111111,20
"79",299.287183908046,-31.4648611111111,20
"80",299.303965517241,-31.4648611111111,20
"81",299.320747126437,-31.4648611111111,19
"82",299.337528735632,-31.4648611111111,18
"83",299.354310344828,-31.4648611111111,17
"84",299.371091954023,-31.4648611111111,16
"85",299.387873563218,-31.4648611111111,16
"86",299.404655172414,-31.4648611111111,13
"87",299.421436781609,-31.4648611111111,13
"88",299.438218390805,-31.4648611111111,13
"89",299.455,-31.4648611111111,14
"90",299.471781609195,-31.4648611111111,16
"91",299.488563218391,-31.4648611111111,15
"92",299.505344827586,-31.4648611111111,15
"93",299.522126436782,-31.4648611111111,14
"94",299.538908045977,-31.4648611111111,15
"95",299.555689655172,-31.4648611111111,15
"96",299.572471264368,-31.4648611111111,15
"97",299.589252873563,-31.4648611111111,17
"98",299.606034482759,-31.4648611111111,17
"99",299.622816091954,-31.4648611111111,15
"100",299.639597701149,-31.4648611111111,16
"101",299.656379310345,-31.4648611111111,16
"102",299.67316091954,-31.4648611111111,16
"103",299.689942528736,-31.4648611111111,16
"104",299.706724137931,-31.4648611111111,17
"105",299.723505747126,-31.4648611111111,15
"106",299.740287356322,-31.4648611111111,17
"107",299.757068965517,-31.4648611111111,14
"108",299.773850574713,-31.4648611111111,13
"109",299.790632183908,-31.4648611111111,13
"110",299.807413793103,-31.4648611111111,13
"111",299.824195402299,-31.4648611111111,30
"112",299.840977011494,-31.4648611111111,42
"113",299.85775862069,-31.4648611111111,68
"114",299.874540229885,-31.4648611111111,59
"115",299.89132183908,-31.4648611111111,70
"116",299.908103448276,-31.4648611111111,55
"117",299.924885057471,-31.4648611111111,50
"118",299.941666666667,-31.4648611111111,47
"119",298.968333333333,-31.4813888888889,45
"120",298.985114942529,-31.4813888888889,42
