"","lon","lat","h"
"1",295.408333333333,-36.1283333333333,219
"2",295.425,-36.1283333333333,219
"3",295.441666666667,-36.1283333333333,205
"4",295.458333333333,-36.1283333333333,209
"5",295.475,-36.1283333333333,197
"6",295.491666666667,-36.1283333333333,211
"7",295.508333333333,-36.1283333333333,197
"8",295.525,-36.1283333333333,201
"9",295.541666666667,-36.1283333333333,200
"10",295.558333333333,-36.1283333333333,200
"11",295.575,-36.1283333333333,190
"12",295.591666666667,-36.1283333333333,179
"13",295.608333333333,-36.1283333333333,189
"14",295.625,-36.1283333333333,199
"15",295.641666666667,-36.1283333333333,190
"16",295.658333333333,-36.1283333333333,183
"17",295.675,-36.1283333333333,180
"18",295.691666666667,-36.1283333333333,179
"19",295.708333333333,-36.1283333333333,176
"20",295.725,-36.1283333333333,173
"21",295.741666666667,-36.1283333333333,169
"22",295.758333333333,-36.1283333333333,168
"23",295.775,-36.1283333333333,165
"24",295.791666666667,-36.1283333333333,164
"25",295.808333333333,-36.1283333333333,165
"26",295.825,-36.1283333333333,162
"27",295.841666666667,-36.1283333333333,161
"28",295.858333333333,-36.1283333333333,160
"29",295.875,-36.1283333333333,159
"30",295.891666666667,-36.1283333333333,159
"31",295.908333333333,-36.1283333333333,155
"32",295.925,-36.1283333333333,155
"33",295.941666666667,-36.1283333333333,154
"34",295.958333333333,-36.1283333333333,155
"35",295.975,-36.1283333333333,152
"36",295.991666666667,-36.1283333333333,151
"37",296.008333333333,-36.1283333333333,151
"38",296.025,-36.1283333333333,150
"39",296.041666666667,-36.1283333333333,148
"40",296.058333333333,-36.1283333333333,149
"41",296.075,-36.1283333333333,149
"42",296.091666666667,-36.1283333333333,147
"43",296.108333333333,-36.1283333333333,145
"44",296.125,-36.1283333333333,145
"45",296.141666666667,-36.1283333333333,148
"46",296.158333333333,-36.1283333333333,146
"47",296.175,-36.1283333333333,144
"48",296.191666666667,-36.1283333333333,140
"49",296.208333333333,-36.1283333333333,136
"50",296.225,-36.1283333333333,133
"51",296.241666666667,-36.1283333333333,130
"52",296.258333333333,-36.1283333333333,128
"53",296.275,-36.1283333333333,126
"54",296.291666666667,-36.1283333333333,122
"55",295.408333333333,-36.145,231
"56",295.425,-36.145,225
"57",295.441666666667,-36.145,222
"58",295.458333333333,-36.145,226
"59",295.475,-36.145,214
"60",295.491666666667,-36.145,223
"61",295.508333333333,-36.145,214
"62",295.525,-36.145,216
"63",295.541666666667,-36.145,201
"64",295.558333333333,-36.145,195
"65",295.575,-36.145,190
"66",295.591666666667,-36.145,187
"67",295.608333333333,-36.145,190
"68",295.625,-36.145,188
"69",295.641666666667,-36.145,179
"70",295.658333333333,-36.145,170
"71",295.675,-36.145,168
"72",295.691666666667,-36.145,172
"73",295.708333333333,-36.145,172
"74",295.725,-36.145,168
"75",295.741666666667,-36.145,167
"76",295.758333333333,-36.145,168
"77",295.775,-36.145,168
"78",295.791666666667,-36.145,168
"79",295.808333333333,-36.145,166
"80",295.825,-36.145,163
"81",295.841666666667,-36.145,159
"82",295.858333333333,-36.145,156
"83",295.875,-36.145,156
"84",295.891666666667,-36.145,157
"85",295.908333333333,-36.145,156
"86",295.925,-36.145,156
"87",295.941666666667,-36.145,156
"88",295.958333333333,-36.145,155
"89",295.975,-36.145,154
"90",295.991666666667,-36.145,153
"91",296.008333333333,-36.145,150
"92",296.025,-36.145,149
"93",296.041666666667,-36.145,150
"94",296.058333333333,-36.145,150
"95",296.075,-36.145,149
"96",296.091666666667,-36.145,147
"97",296.108333333333,-36.145,145
"98",296.125,-36.145,145
"99",296.141666666667,-36.145,150
"100",296.158333333333,-36.145,147
"101",296.175,-36.145,144
"102",296.191666666667,-36.145,138
"103",296.208333333333,-36.145,134
"104",296.225,-36.145,133
"105",296.241666666667,-36.145,129
"106",296.258333333333,-36.145,128
"107",296.275,-36.145,126
"108",296.291666666667,-36.145,124
"109",295.408333333333,-36.1616666666667,232
"110",295.425,-36.1616666666667,229
"111",295.441666666667,-36.1616666666667,227
"112",295.458333333333,-36.1616666666667,224
"113",295.475,-36.1616666666667,223
"114",295.491666666667,-36.1616666666667,224
"115",295.508333333333,-36.1616666666667,219
"116",295.525,-36.1616666666667,216
"117",295.541666666667,-36.1616666666667,212
"118",295.558333333333,-36.1616666666667,203
"119",295.575,-36.1616666666667,196
"120",295.591666666667,-36.1616666666667,187
"121",295.608333333333,-36.1616666666667,182
"122",295.625,-36.1616666666667,177
"123",295.641666666667,-36.1616666666667,167
"124",295.658333333333,-36.1616666666667,161
"125",295.675,-36.1616666666667,159
"126",295.691666666667,-36.1616666666667,171
"127",295.708333333333,-36.1616666666667,168
"128",295.725,-36.1616666666667,166
"129",295.741666666667,-36.1616666666667,167
"130",295.758333333333,-36.1616666666667,168
"131",295.775,-36.1616666666667,168
"132",295.791666666667,-36.1616666666667,167
"133",295.808333333333,-36.1616666666667,166
"134",295.825,-36.1616666666667,163
"135",295.841666666667,-36.1616666666667,161
"136",295.858333333333,-36.1616666666667,161
"137",295.875,-36.1616666666667,159
"138",295.891666666667,-36.1616666666667,157
"139",295.908333333333,-36.1616666666667,156
"140",295.925,-36.1616666666667,155
"141",295.941666666667,-36.1616666666667,156
"142",295.958333333333,-36.1616666666667,153
"143",295.975,-36.1616666666667,148
"144",295.991666666667,-36.1616666666667,149
"145",296.008333333333,-36.1616666666667,147
"146",296.025,-36.1616666666667,148
"147",296.041666666667,-36.1616666666667,147
"148",296.058333333333,-36.1616666666667,146
"149",296.075,-36.1616666666667,149
"150",296.091666666667,-36.1616666666667,148
"151",296.108333333333,-36.1616666666667,148
"152",296.125,-36.1616666666667,147
"153",296.141666666667,-36.1616666666667,148
"154",296.158333333333,-36.1616666666667,147
"155",296.175,-36.1616666666667,143
"156",296.191666666667,-36.1616666666667,136
"157",296.208333333333,-36.1616666666667,135
"158",296.225,-36.1616666666667,134
"159",296.241666666667,-36.1616666666667,130
"160",296.258333333333,-36.1616666666667,129
"161",296.275,-36.1616666666667,127
"162",296.291666666667,-36.1616666666667,125
"163",295.408333333333,-36.1783333333333,227
"164",295.425,-36.1783333333333,223
"165",295.441666666667,-36.1783333333333,224
"166",295.458333333333,-36.1783333333333,221
"167",295.475,-36.1783333333333,220
"168",295.491666666667,-36.1783333333333,217
"169",295.508333333333,-36.1783333333333,215
